-10,-85.5025,-85.4875,-85.4745,-85.463,-85.4528,-85.4437,-85.4359,-85.4294,-85.4241,-85.4199,-85.4167
-9,-85.5026,-85.4876,-85.4746,-85.4631,-85.4529,-85.4438,-85.436,-85.4295,-85.4242,-85.42,-85.4168
-8,-85.5027,-85.4877,-85.4747,-85.4632,-85.453,-85.4439,-85.4361,-85.4296,-85.4243,-85.4201,-85.4168
-7,-85.5028,-85.4878,-85.4748,-85.4633,-85.4531,-85.444,-85.4362,-85.4296,-85.4244,-85.4202,-85.4169
-6,-85.5029,-85.4879,-85.4749,-85.4634,-85.4531,-85.4441,-85.4363,-85.4297,-85.4245,-85.4203,-85.417
-5,-85.5029,-85.488,-85.475,-85.4635,-85.4532,-85.4442,-85.4364,-85.4298,-85.4245,-85.4204,-85.4171
-4,-85.503,-85.4881,-85.4751,-85.4636,-85.4533,-85.4443,-85.4365,-85.4299,-85.4246,-85.4205,-85.4172
-3,-85.5031,-85.4882,-85.4752,-85.4637,-85.4534,-85.4444,-85.4366,-85.43,-85.4247,-85.4206,-85.4173
-2,-85.5032,-85.4883,-85.4753,-85.4638,-85.4535,-85.4445,-85.4367,-85.4301,-85.4248,-85.4207,-85.4174
-1,-85.5033,-85.4884,-85.4754,-85.4639,-85.4536,-85.4446,-85.4368,-85.4302,-85.4249,-85.4208,-85.4175
0,-85.5033,-85.4884,-85.4754,-85.4638,-85.4536,-85.4446,-85.4368,-85.4302,-85.4249,-85.4207,-85.4175
1,24.1981,24.093,23.9935,23.9013,23.8146,23.7426,23.6702,23.6093,23.5597,23.5155,23.4786
2,40.5576,39.6401,38.7503,37.8856,37.0458,36.2309,35.4373,34.6661,33.9173,33.1875,32.4772
3,41.8936,39.8359,37.8819,36.027,34.268,32.6011,31.0206,29.5228,28.1032,26.756,25.4771
4,42.7814,39.9921,37.4,34.9957,32.7686,30.7061,28.794,27.0194,25.3699,23.8334,22.3995
5,43.3592,40.2019,37.314,34.6619,32.2018,29.8745,27.6284,25.4822,23.4875,21.6642,20.0085
6,43.6986,40.3354,37.0509,33.552,30.2667,27.4241,24.9665,22.8138,20.9084,19.2096,17.6871
7,43.6853,39.0071,34.3127,30.669,27.7447,25.2738,23.1103,21.1811,19.4496,17.8924,16.4903
8,41.5746,35.691,31.7215,28.7247,26.253,24.0934,22.1469,20.3748,18.7641,17.306,15.9893
9,38.0205,33.2774,30.0688,27.562,25.4201,23.4873,21.7005,20.0457,18.5267,17.1452,15.8961
10,35.4345,31.6515,29.0012,26.8618,24.9734,23.2192,21.5603,20.0005,18.5563,17.2378,16.0448
11,33.5961,30.5172,28.2947,26.4461,24.764,23.1584,21.6075,20.128,18.7467,17.4807,16.3347
12,32.2408,29.7039,27.8232,26.213,24.7047,23.227,21.7701,20.3602,19.0324,17.8102,16.7031
13,31.2162,29.1116,27.5104,26.0999,24.7407,23.3755,22.0024,20.6541,19.3725,18.1871,17.1115
14,30.43,28.6767,27.307,26.0655,24.8361,23.5713,22.2742,20.9819,19.7412,18.587,17.5373
15,29.8215,28.3561,27.1791,26.0819,24.9664,23.7925,22.5657,21.3255,20.1223,18.9958,17.9678
16,29.3477,28.119,27.1034,26.1298,25.115,24.0241,22.8634,21.673,20.5057,19.4048,18.396
17,28.9767,27.9434,27.0631,26.1959,25.2707,24.2561,23.1583,22.0166,20.8847,19.8089,18.8183
18,28.6849,27.8129,27.0466,26.2713,25.426,24.482,23.4446,22.3511,21.2551,20.2051,19.2328
19,28.454,27.7158,27.0456,26.3501,25.5763,24.6978,23.7184,22.6731,21.6142,20.5912,19.6384
20,28.2705,27.6435,27.055,26.4288,25.7192,24.9015,23.9781,22.9808,21.9603,20.9662,20.0345
21,28.1242,27.5902,27.0714,26.5059,25.854,25.0928,24.223,23.2737,22.2929,21.3296,20.4211
22,28.0078,27.5525,27.0937,26.5815,25.9816,25.2727,24.4544,23.5525,22.6124,21.6818,20.7985
